uuid,name,date,total_capacity,free_space,used_space
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 05:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 04:02:20,20000,1368,18632
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 03:02:20,20000,3275,16725
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 02:02:20,20000,2550,17450
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 01:02:20,20000,1779,18221
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-18 00:02:20,20000,2703,17297
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 23:02:20,20000,863,19137
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 22:02:20,20000,1817,18183
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 21:02:20,20000,201,19799
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 20:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 19:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 18:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 17:02:20,20000,593,19407
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 16:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 15:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 14:02:20,20000,1584,18416
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 13:02:20,20000,1426,18574
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 12:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 11:02:20,20000,1083,18917
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 10:02:20,20000,685,19315
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 09:02:20,20000,2310,17690
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 08:02:20,20000,3245,16755
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 07:02:20,20000,5221,14779
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 06:02:20,20000,6182,13818
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 05:02:20,20000,5539,14461
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 04:02:20,20000,4365,15635
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 03:02:20,20000,5169,14831
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 02:02:20,20000,5480,14520
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 01:02:20,20000,4164,15836
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-17 00:02:20,20000,4158,15842
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 23:02:20,20000,4119,15881
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 22:02:20,20000,4180,15820
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 21:02:20,20000,5333,14667
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 20:02:20,20000,4445,15555
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 19:02:20,20000,5373,14627
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 18:02:20,20000,6166,13834
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 17:02:20,20000,5069,14931
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 16:02:20,20000,7001,12999
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 15:02:20,20000,5729,14271
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 14:02:20,20000,5276,14724
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 13:02:20,20000,3700,16300
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 12:02:20,20000,4491,15509
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 11:02:20,20000,3711,16289
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 10:02:20,20000,5067,14933
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 09:02:20,20000,4685,15315
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 08:02:20,20000,5524,14476
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 07:02:20,20000,4047,15953
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 06:02:20,20000,4248,15752
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 05:02:20,20000,4734,15266
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 04:02:20,20000,3673,16327
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 03:02:20,20000,5113,14887
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 02:02:20,20000,6792,13208
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 01:02:20,20000,5941,14059
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-16 00:02:20,20000,4019,15981
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 23:02:20,20000,3314,16686
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 22:02:20,20000,3339,16661
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 21:02:20,20000,2694,17306
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 20:02:20,20000,2287,17713
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 19:02:20,20000,796,19204
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 18:02:20,20000,444,19556
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 17:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 16:02:20,20000,823,19177
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 15:02:20,20000,1274,18726
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 14:02:20,20000,1874,18126
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 13:02:20,20000,2057,17943
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 12:02:20,20000,619,19381
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 11:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 10:02:20,20000,966,19034
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 09:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 08:02:20,20000,228,19772
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 07:02:20,20000,1209,18791
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 06:02:20,20000,2605,17395
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 05:02:20,20000,1132,18868
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 04:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 03:02:20,20000,1178,18822
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 02:02:20,20000,0,20000
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 01:02:20,20000,1197,18803
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-15 00:02:20,20000,610,19390
871ee469-eccf-4946-82db-3b96c732f4fb,Volume_2,2023-11-14 23:02:20,20000,1815,18185
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 22:02:20,65410,15150,50260
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 21:02:20,65410,13288,52122
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 20:02:20,65410,17579,47831
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 19:02:20,65410,19568,45842
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 18:02:20,65410,18757,46653
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 17:02:20,65410,13760,51650
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 16:02:20,65410,11137,54273
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 15:02:20,65410,14351,51059
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 14:02:20,65410,13956,51454
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 13:02:20,65410,18972,46438
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 12:02:20,65410,19113,46297
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 11:02:20,65410,14310,51100
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 10:02:20,65410,19035,46375
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 09:02:20,65410,24590,40820
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 08:02:20,65410,23292,42118
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 07:02:20,65410,29353,36057
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 06:02:20,65410,34558,30852
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 05:02:20,65410,41032,24378
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 04:02:20,65410,42484,22926
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 03:02:20,65410,48950,16460
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 02:02:20,65410,54622,10788
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 01:02:20,65410,50580,14830
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-21 00:02:20,65410,51892,13518
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 23:02:20,65410,56441,8969
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 22:02:20,65410,50402,15008
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 21:02:20,65410,49443,15967
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 20:02:20,65410,46665,18745
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 19:02:20,65410,52332,13078
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 18:02:20,65410,57988,7422
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 17:02:20,65410,62478,2932
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 16:02:20,65410,62115,3295
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 15:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 14:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 13:02:20,65410,62366,3044
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 12:02:20,65410,62383,3027
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 11:02:20,65410,64291,1119
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 10:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 09:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 08:02:20,65410,59628,5782
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 07:02:20,65410,55431,9979
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 06:02:20,65410,57420,7990
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 05:02:20,65410,61872,3538
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 04:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 03:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 02:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 01:02:20,65410,61773,3637
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-20 00:02:20,65410,62127,3283
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 23:02:20,65410,57270,8140
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 22:02:20,65410,56100,9310
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 21:02:20,65410,61641,3769
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 20:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 19:02:20,65410,62848,2562
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 18:02:20,65410,62908,2502
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 17:02:20,65410,60910,4500
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 16:02:20,65410,62854,2556
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 15:02:20,65410,59874,5536
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 14:02:20,65410,55655,9755
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 13:02:20,65410,52382,13028
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 12:02:20,65410,55665,9745
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 11:02:20,65410,58270,7140
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 10:02:20,65410,63573,1837
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 09:02:20,65410,58145,7265
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 08:02:20,65410,64502,908
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 07:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 06:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 05:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 04:02:20,65410,59834,5576
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 03:02:20,65410,58308,7102
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 02:02:20,65410,63322,2088
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 01:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-19 00:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 23:02:20,65410,63495,1915
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 22:02:20,65410,62400,3010
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 21:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 20:02:20,65410,63545,1865
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 19:02:20,65410,62112,3298
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 18:02:20,65410,58141,7269
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 17:02:20,65410,52907,12503
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 16:02:20,65410,56868,8542
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 15:02:20,65410,61623,3787
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 14:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 13:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 12:02:20,65410,63172,2238
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 11:02:20,65410,61815,3595
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 10:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 09:02:20,65410,65410,0
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 08:02:20,65410,63964,1446
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 07:02:20,65410,58956,6454
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 06:02:20,65410,52481,12929
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 05:02:20,65410,47279,18131
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 04:02:20,65410,43493,21917
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 03:02:20,65410,39646,25764
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 02:02:20,65410,37657,27753
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 01:02:20,65410,39120,26290
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-18 00:02:20,65410,35269,30141
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 23:02:20,65410,34426,30984
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 22:02:20,65410,36659,28751
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 21:02:20,65410,32748,32662
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 20:02:20,65410,31641,33769
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 19:02:20,65410,37159,28251
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 18:02:20,65410,39018,26392
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 17:02:20,65410,34160,31250
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 16:02:20,65410,28182,37228
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 15:02:20,65410,22389,43021
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 14:02:20,65410,26739,38671
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 13:02:20,65410,27584,37826
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 12:02:20,65410,29901,35509
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 11:02:20,65410,33421,31989
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 10:02:20,65410,36418,28992
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 09:02:20,65410,37702,27708
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 08:02:20,65410,32979,32431
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 07:02:20,65410,27604,37806
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 06:02:20,65410,25259,40151
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 05:02:20,65410,21228,44182
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 04:02:20,65410,23712,41698
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 03:02:20,65410,21068,44342
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 02:02:20,65410,23216,42194
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 01:02:20,65410,24172,41238
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-17 00:02:20,65410,19608,45802
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 23:02:20,65410,14070,51340
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 22:02:20,65410,15783,49627
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 21:02:20,65410,15191,50219
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 20:02:20,65410,18420,46990
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 19:02:20,65410,20694,44716
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 18:02:20,65410,15045,50365
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 17:02:20,65410,17969,47441
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 16:02:20,65410,16553,48857
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 15:02:20,65410,20509,44901
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 14:02:20,65410,15615,49795
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 13:02:20,65410,9973,55437
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 12:02:20,65410,10344,55066
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 11:02:20,65410,15422,49988
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 10:02:20,65410,21318,44092
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 09:02:20,65410,26873,38537
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 08:02:20,65410,22048,43362
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 07:02:20,65410,22547,42863
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 06:02:20,65410,21508,43902
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 05:02:20,65410,20090,45320
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 04:02:20,65410,21638,43772
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 03:02:20,65410,17125,48285
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 02:02:20,65410,17171,48239
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 01:02:20,65410,21758,43652
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-16 00:02:20,65410,27934,37476
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 23:02:20,65410,32270,33140
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 22:02:20,65410,31760,33650
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 21:02:20,65410,33211,32199
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 20:02:20,65410,38784,26626
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 19:02:20,65410,36967,28443
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 18:02:20,65410,41461,23949
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 17:02:20,65410,43450,21960
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 16:02:20,65410,43016,22394
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 15:02:20,65410,47528,17882
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 14:02:20,65410,42551,22859
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 13:02:20,65410,42098,23312
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 12:02:20,65410,44780,20630
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 11:02:20,65410,43325,22085
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 10:02:20,65410,45991,19419
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 09:02:20,65410,46617,18793
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 08:02:20,65410,44788,20622
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 07:02:20,65410,46359,19051
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 06:02:20,65410,45585,19825
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 05:02:20,65410,50382,15028
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 04:02:20,65410,49035,16375
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 03:02:20,65410,45679,19731
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 02:02:20,65410,40975,24435
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 01:02:20,65410,47231,18179
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-15 00:02:20,65410,41783,23627
d09e366d-3665-406e-b031-aac0b7217fbd,Volume_3,2023-11-14 23:02:20,65410,45505,19905
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 22:02:20,98520,35799,62721
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 21:02:20,98520,31794,66726
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 20:02:20,98520,36168,62352
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 19:02:20,98520,43249,55271
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 18:02:20,98520,37711,60809
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 17:02:20,98520,35084,63436
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 16:02:20,98520,32331,66189
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 15:02:20,98520,24647,73873
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 14:02:20,98520,21754,76766
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 13:02:20,98520,22665,75855
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 12:02:20,98520,27835,70685
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 11:02:20,98520,20069,78451
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 10:02:20,98520,14159,84361
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 09:02:20,98520,4915,93605
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 08:02:20,98520,1473,97047
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 07:02:20,98520,5306,93214
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 06:02:20,98520,508,98012
324df818-b506-4f01-90aa-8d675be79880,Volume_4,2023-11-21 05:02:20,98520,204,98316
